Input size	 107092 	PerLambda	 2141
Time Taken including overhead of creating and sending lists	 8.05512213707
numLambdas	startTime	endTime	totalTime	redisPercent	processingPercent
50 	 1481876216.97 	 1481876221.07 	 4.09635400772 	 0.945303088453 	 0.0538310892145
50 	 1481876217.19 	 1481876221.33 	 4.13564300537 	 0.951506398194 	 0.0476258585193
50 	 1481876217.29 	 1481876223.63 	 6.34184193611 	 0.958912221768 	 0.0404846491564
50 	 1481876217.34 	 1481876223.64 	 6.30012798309 	 0.956891050069 	 0.0394366215305
50 	 1481876217.37 	 1481876223.46 	 6.08856391907 	 0.962281664365 	 0.0366127366383
50 	 1481876217.38 	 1481876223.76 	 6.38366699219 	 0.9466875493 	 0.0525699681494
50 	 1481876217.41 	 1481876223.63 	 6.22392606735 	 0.960351369724 	 0.0385059389686
50 	 1481876217.41 	 1481876223.02 	 5.6015920639 	 0.950551058576 	 0.0481650817756
50 	 1481876217.42 	 1481876223.51 	 6.08923816681 	 0.959159621671 	 0.0400592150795
50 	 1481876217.42 	 1481876223.15 	 5.73779010773 	 0.94604192398 	 0.0532642351237
50 	 1481876217.42 	 1481876223.16 	 5.74218392372 	 0.939100121178 	 0.0600180655871
50 	 1481876217.42 	 1481876223.1 	 5.67863202095 	 0.937000347092 	 0.0621135969577
50 	 1481876217.43 	 1481876223.31 	 5.88125705719 	 0.935643256102 	 0.0634655408796
50 	 1481876217.43 	 1481876223.18 	 5.74848794937 	 0.946264939194 	 0.0518836579596
50 	 1481876217.43 	 1481876222.83 	 5.39303517342 	 0.93634826905 	 0.0605464741005
50 	 1481876217.43 	 1481876223.02 	 5.58945608139 	 0.936966102622 	 0.0593529364041
50 	 1481876217.44 	 1481876223.28 	 5.84497594833 	 0.935862568521 	 0.063267291863
50 	 1481876217.45 	 1481876222.88 	 5.43233585358 	 0.943959561232 	 0.0549912775444
50 	 1481876217.45 	 1481876222.94 	 5.48951292038 	 0.938799860289 	 0.0596022460415
50 	 1481876217.46 	 1481876222.86 	 5.39836001396 	 0.93031385461 	 0.0689118004159
50 	 1481876217.47 	 1481876222.89 	 5.42337584496 	 0.948551490998 	 0.050631400571
50 	 1481876217.48 	 1481876223.06 	 5.58025789261 	 0.934516321903 	 0.064712741534
50 	 1481876217.48 	 1481876222.75 	 5.26800704002 	 0.949097927676 	 0.0499100206407
50 	 1481876217.49 	 1481876222.48 	 4.99425005913 	 0.949451108569 	 0.0491325344722
50 	 1481876217.49 	 1481876223.02 	 5.524725914 	 0.938069719209 	 0.0575300853861
50 	 1481876217.5 	 1481876223.13 	 5.63658595085 	 0.934753445786 	 0.0645286234345
50 	 1481876217.5 	 1481876222.83 	 5.32992601395 	 0.942211544182 	 0.056223012588
50 	 1481876217.5 	 1481876222.87 	 5.36551308632 	 0.943746149953 	 0.0554740981097
50 	 1481876217.5 	 1481876222.82 	 5.31296420097 	 0.937347231918 	 0.0617817019755
50 	 1481876217.51 	 1481876222.84 	 5.33693790436 	 0.942052978949 	 0.0570110709349
50 	 1481876217.51 	 1481876223.17 	 5.66169905663 	 0.934640275165 	 0.0646560115437
50 	 1481876217.51 	 1481876223.05 	 5.54067087173 	 0.939918520634 	 0.0593238820276
50 	 1481876217.51 	 1481876223.32 	 5.80377912521 	 0.922266464345 	 0.0762017489022
50 	 1481876217.52 	 1481876222.86 	 5.3485660553 	 0.930587551338 	 0.0680136485094
50 	 1481876217.52 	 1481876222.95 	 5.43892002106 	 0.948087590987 	 0.0511529125894
50 	 1481876217.52 	 1481876222.93 	 5.40979290009 	 0.941523643831 	 0.0576535822595
50 	 1481876217.52 	 1481876223.08 	 5.5544090271 	 0.946996078445 	 0.0517967212777
50 	 1481876217.53 	 1481876223.21 	 5.68672609329 	 0.943409817382 	 0.0543721583451
50 	 1481876217.54 	 1481876222.88 	 5.34221386909 	 0.940576659773 	 0.0575037503009
50 	 1481876217.54 	 1481876223.01 	 5.47387218475 	 0.943563776325 	 0.0551843009068
50 	 1481876217.56 	 1481876223.15 	 5.59506702423 	 0.938310283213 	 0.0608526411008
50 	 1481876217.58 	 1481876223.08 	 5.50080513954 	 0.939130373726 	 0.0598825444589
50 	 1481876217.59 	 1481876223.03 	 5.44572401047 	 0.933247820522 	 0.0658738912821
50 	 1481876217.59 	 1481876222.67 	 5.08316421509 	 0.942071879167 	 0.0570427220284
50 	 1481876217.62 	 1481876223.03 	 5.41261291504 	 0.944332922917 	 0.0526204485356
50 	 1481876217.62 	 1481876222.53 	 4.91276502609 	 0.950169541043 	 0.0487253726287
50 	 1481876217.69 	 1481876223.19 	 5.50741696358 	 0.935708351521 	 0.0635404292361
50 	 1481876217.71 	 1481876222.65 	 4.93720197678 	 0.939391280505 	 0.0556646217045
50 	 1481876217.72 	 1481876222.77 	 5.05593800545 	 0.942947422636 	 0.0532858382862
50 	 1481876217.74 	 1481876221.27 	 3.53535485268 	 0.966481914748 	 0.0327693844353

