Input size	 107092 	PerLambda	 1784
Time Taken including overhead of creating and sending lists	 18.4970400333
numLambdas	startTime	endTime	totalTime	redisPercent	processingPercent
60 	 1481876225.48 	 1481876230.57 	 5.08234906197 	 0.961343659592 	 0.0378340357567
60 	 1481876225.48 	 1481876230.7 	 5.21576094627 	 0.946014961177 	 0.053341196875
60 	 1481876225.52 	 1481876230.6 	 5.08315205574 	 0.960613565907 	 0.0343215862265
60 	 1481876225.53 	 1481876230.58 	 5.04836392403 	 0.96475239196 	 0.0345930904306
60 	 1481876225.54 	 1481876230.85 	 5.30788588524 	 0.938681043478 	 0.0594640757957
60 	 1481876225.54 	 1481876230.51 	 4.97246098518 	 0.960804541117 	 0.0384579737268
60 	 1481876225.54 	 1481876230.2 	 4.66344118118 	 0.951286944865 	 0.0478988378769
60 	 1481876225.55 	 1481876229.99 	 4.4416680336 	 0.939823151262 	 0.0589168181183
60 	 1481876225.56 	 1481876230.19 	 4.63107800484 	 0.945572493292 	 0.0536372018151
60 	 1481876225.56 	 1481876229.97 	 4.41000103951 	 0.950608818728 	 0.0477162506011
60 	 1481876225.56 	 1481876230.16 	 4.59483599663 	 0.944732081893 	 0.0545522736215
60 	 1481876225.57 	 1481876230.1 	 4.52724504471 	 0.924456525116 	 0.0704601203182
60 	 1481876225.58 	 1481876229.93 	 4.35431098938 	 0.946072298857 	 0.0531396728653
60 	 1481876225.58 	 1481876230.23 	 4.6441988945 	 0.942019331202 	 0.0551308058008
60 	 1481876225.58 	 1481876229.91 	 4.32582616806 	 0.956162232561 	 0.0429056599406
60 	 1481876225.58 	 1481876230.32 	 4.73786687851 	 0.94136922132 	 0.0577613164699
60 	 1481876225.59 	 1481876229.98 	 4.38524889946 	 0.928841992475 	 0.0667663527785
60 	 1481876225.59 	 1481876230.14 	 4.5468981266 	 0.946591835708 	 0.0524825215655
60 	 1481876225.59 	 1481876230.09 	 4.49087309837 	 0.941533875905 	 0.0541136808298
60 	 1481876225.6 	 1481876230.31 	 4.71360397339 	 0.942141763438 	 0.0570897095682
60 	 1481876225.6 	 1481876230.23 	 4.62930488586 	 0.945629826512 	 0.0535172999424
60 	 1481876225.62 	 1481876230.26 	 4.63324403763 	 0.950131769113 	 0.0490245216005
60 	 1481876225.62 	 1481876230.07 	 4.446600914 	 0.943397716595 	 0.0543900515571
60 	 1481876225.63 	 1481876230.18 	 4.55496501923 	 0.949468011047 	 0.0472366577217
60 	 1481876225.64 	 1481876230.21 	 4.57442903519 	 0.936463655313 	 0.0628028098439
60 	 1481876225.64 	 1481876230.16 	 4.52108502388 	 0.950979035011 	 0.048282993998
60 	 1481876225.65 	 1481876230.21 	 4.5590839386 	 0.951466317864 	 0.0450451161855
60 	 1481876225.66 	 1481876230.2 	 4.53380298615 	 0.943069490204 	 0.0560314843995
60 	 1481876225.67 	 1481876230.27 	 4.59838104248 	 0.930694330608 	 0.0656524329746
60 	 1481876225.68 	 1481876230.07 	 4.38542604446 	 0.924049938539 	 0.0751634381349
60 	 1481876225.69 	 1481876230.13 	 4.44637107849 	 0.939353595327 	 0.0561215483667
60 	 1481876225.7 	 1481876230.31 	 4.6111228466 	 0.94701545481 	 0.052160831203
60 	 1481876225.72 	 1481876230.26 	 4.53796386719 	 0.943371879203 	 0.0554816219738
60 	 1481876225.73 	 1481876230.31 	 4.58011317253 	 0.942064988071 	 0.0570116052321
60 	 1481876225.73 	 1481876229.89 	 4.16699409485 	 0.941019153616 	 0.058069281665
60 	 1481876225.73 	 1481876230.32 	 4.58620905876 	 0.94194522705 	 0.0571705433913
60 	 1481876226.04 	 1481876230.51 	 4.46802616119 	 0.944337218374 	 0.0545831808097
60 	 1481876226.07 	 1481876230.39 	 4.32124209404 	 0.953117814498 	 0.0460147458126
60 	 1481876226.1 	 1481876230.67 	 4.56842184067 	 0.943951757053 	 0.0535036414449
60 	 1481876226.1 	 1481876230.52 	 4.41311597824 	 0.943590501325 	 0.055569788141
60 	 1481876226.11 	 1481876230.66 	 4.55203795433 	 0.937122809318 	 0.0621078886404
60 	 1481876226.11 	 1481876230.47 	 4.35909104347 	 0.94547903768 	 0.0532892954591
60 	 1481876226.13 	 1481876230.25 	 4.12048506737 	 0.937531328535 	 0.0614895345119
60 	 1481876226.14 	 1481876230.13 	 3.98756504059 	 0.940049960957 	 0.0589829274155
60 	 1481876226.14 	 1481876230.21 	 4.06773591042 	 0.941074023518 	 0.0559444371277
60 	 1481876226.16 	 1481876230.41 	 4.2551651001 	 0.947054639048 	 0.051034332288
60 	 1481876226.16 	 1481876230.55 	 4.38592791557 	 0.943949675784 	 0.0552548215188
60 	 1481876226.17 	 1481876229.2 	 3.02905082703 	 0.962083896115 	 0.0345329624487
60 	 1481876226.18 	 1481876229.64 	 3.4615020752 	 0.949268909823 	 0.0498310717734
60 	 1481876226.18 	 1481876229.6 	 3.42467498779 	 0.94640969504 	 0.0527289926684
60 	 1481876233.0 	 1481876237.6 	 4.5978808403 	 0.903724362727 	 0.0944120558509
60 	 1481876233.01 	 1481876237.35 	 4.34030580521 	 0.916344375657 	 0.0827763941808
60 	 1481876233.01 	 1481876237.19 	 4.18174099922 	 0.940098610604 	 0.0573308475906
60 	 1481876233.02 	 1481876237.23 	 4.20723605156 	 0.930736743478 	 0.0681959016406
60 	 1481876233.06 	 1481876237.45 	 4.39041686058 	 0.922099428702 	 0.0768856236549
60 	 1481876233.12 	 1481876237.43 	 4.30635595322 	 0.921694496662 	 0.0774116459787
60 	 1481876238.57 	 1481876242.74 	 4.17820501328 	 0.941850347813 	 0.0573163122918
60 	 1481876238.57 	 1481876242.64 	 4.07557415962 	 0.940068492249 	 0.0589163679347
60 	 1481876238.57 	 1481876242.42 	 3.8528740406 	 0.94273788105 	 0.0563554427952
60 	 1481876238.57 	 1481876242.62 	 4.04933309555 	 0.927832646634 	 0.0682352718131

