Input size	 107092 	PerLambda	 1338
Time Taken including overhead of creating and sending lists	 12.6919851303
numLambdas	startTime	endTime	totalTime	redisPercent	processingPercent
80 	 1481876276.3 	 1481876281.18 	 4.88752698898 	 0.972846383575 	 0.0266611231909
80 	 1481876276.31 	 1481876281.27 	 4.95297193527 	 0.972779115704 	 0.026583076084
80 	 1481876276.34 	 1481876280.87 	 4.52333712578 	 0.971380517789 	 0.0278783471714
80 	 1481876276.35 	 1481876280.75 	 4.40296697617 	 0.971397245154 	 0.0280276327202
80 	 1481876276.35 	 1481876280.96 	 4.60877394676 	 0.958687260545 	 0.0404652747698
80 	 1481876276.35 	 1481876280.82 	 4.46871304512 	 0.9658706617 	 0.033283909031
80 	 1481876276.35 	 1481876280.79 	 4.43252396584 	 0.968673393486 	 0.0306056799632
80 	 1481876276.36 	 1481876280.86 	 4.50052809715 	 0.957761476216 	 0.0386377661677
80 	 1481876276.37 	 1481876280.94 	 4.56869506836 	 0.963917852873 	 0.0354779982733
80 	 1481876276.37 	 1481876280.82 	 4.44407296181 	 0.974521283579 	 0.0248055866286
80 	 1481876276.38 	 1481876280.75 	 4.37656497955 	 0.968696947002 	 0.0306945539718
80 	 1481876276.38 	 1481876281.47 	 5.09119200706 	 0.969557188962 	 0.0298759385065
80 	 1481876276.38 	 1481876281.44 	 5.05839800835 	 0.974206958852 	 0.0252624153729
80 	 1481876276.38 	 1481876280.88 	 4.49958109856 	 0.959228375978 	 0.0400628190768
80 	 1481876276.39 	 1481876280.98 	 4.58285188675 	 0.961935084997 	 0.0374412505253
80 	 1481876276.4 	 1481876280.92 	 4.51862597466 	 0.967118464797 	 0.0323498900488
80 	 1481876276.4 	 1481876281.55 	 5.15145611763 	 0.965848856745 	 0.0336267706427
80 	 1481876276.4 	 1481876280.8 	 4.40144896507 	 0.970287765868 	 0.0291447138741
80 	 1481876276.41 	 1481876280.86 	 4.44717979431 	 0.968146539098 	 0.0310447361751
80 	 1481876276.43 	 1481876281.02 	 4.58741998672 	 0.956324956341 	 0.0431397293929
80 	 1481876276.43 	 1481876281.04 	 4.60804200172 	 0.966476883827 	 0.0329861618627
80 	 1481876276.43 	 1481876281.43 	 4.99903488159 	 0.969989992117 	 0.0295166723008
80 	 1481876276.43 	 1481876281.45 	 5.01609802246 	 0.971018972349 	 0.0283694978478
80 	 1481876276.44 	 1481876281.14 	 4.69973707199 	 0.960667915779 	 0.0388099183213
80 	 1481876276.44 	 1481876281.04 	 4.60237693787 	 0.967350519339 	 0.0320337977539
80 	 1481876276.44 	 1481876280.84 	 4.40374302864 	 0.969818691147 	 0.0296113772362
80 	 1481876276.44 	 1481876281.31 	 4.87288379669 	 0.977020705579 	 0.0224613466954
80 	 1481876276.44 	 1481876281.38 	 4.93614411354 	 0.971541158679 	 0.027975014501
80 	 1481876276.45 	 1481876281.0 	 4.54817295074 	 0.959624290092 	 0.0397459795916
80 	 1481876276.47 	 1481876281.07 	 4.60348391533 	 0.965762848118 	 0.029377249117
80 	 1481876276.49 	 1481876280.8 	 4.31061601639 	 0.973213103471 	 0.0261664884037
80 	 1481876276.49 	 1481876281.04 	 4.54374098778 	 0.96522269507 	 0.0341103350114
80 	 1481876276.51 	 1481876281.12 	 4.60876607895 	 0.961341690668 	 0.0380581199743
80 	 1481876276.51 	 1481876280.9 	 4.38548994064 	 0.970429178348 	 0.0289297457584
80 	 1481876276.52 	 1481876281.05 	 4.53174996376 	 0.961595445007 	 0.0376893650135
80 	 1481876276.52 	 1481876281.5 	 4.97420787811 	 0.96895367664 	 0.0305375841069
80 	 1481876276.53 	 1481876280.95 	 4.4215991497 	 0.969447679875 	 0.0299197688111
80 	 1481876276.54 	 1481876281.0 	 4.4665119648 	 0.960968797276 	 0.0381661937186
80 	 1481876276.54 	 1481876280.97 	 4.43143177032 	 0.965685327178 	 0.0336881519825
80 	 1481876276.54 	 1481876281.11 	 4.57273983955 	 0.969744092391 	 0.0268634765075
80 	 1481876276.54 	 1481876281.06 	 4.52028417587 	 0.964883151122 	 0.032295405678
80 	 1481876276.55 	 1481876281.07 	 4.52427506447 	 0.963057801133 	 0.0363956190351
80 	 1481876276.55 	 1481876281.55 	 4.99668598175 	 0.971077918199 	 0.0283672955231
80 	 1481876276.56 	 1481876281.04 	 4.48455309868 	 0.971733498129 	 0.0276473492575
80 	 1481876276.57 	 1481876281.08 	 4.50534510612 	 0.964252441434 	 0.0307747025989
80 	 1481876276.6 	 1481876281.02 	 4.42503786087 	 0.972390287174 	 0.0269972651872
80 	 1481876276.6 	 1481876281.02 	 4.42039608955 	 0.968069875195 	 0.0313200005286
